ZPPG id,Longitude,Latitude,Shortitude,Deltitude,Strange Smell?,Air Tastes Like,Feng Shui of Surrounding Area,Weird Sounds,Local Value of Pi,Murphy's Constant,ZPPG Performance
8481,-175.248,41.237,-33.856,-33.034,Somewhat,Apples,Exceptional,['Unearthly Squelching'],3.1402,3.76,18.81%
8482,-132.553,23.915,32.463,-17.322,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1379,3.3,19.66%
8483,161.748,31.914,-17.367,-57.516,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1293,4.55,4.37%
8484,-95.463,-26.133,-9.55,32.91,Somewhat,Mint,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1257,1.15,5.50%
8485,61.825,39.003,-54.273,-11.519,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1487,1.95,49.66%
8486,-79.487,5.349,28.768,-35.573,No,Apples,Adequate,['Otherworldly Skittering'],3.1594,3.96,27.28%
8487,172.647,10.696,-30.393,22.903,EXTREMELY,Apples,Adequate,['Unnatural Buzzing'],3.1538,4.09,20.98%
8488,92.483,-36.322,-25.493,-36.46,EXTREMELY,Apples,Disharmonious,['Unnatural Buzzing'],3.1265,1.26,36.29%
8489,112.507,78.654,-23.082,42.217,Somewhat,Apples,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1572,3.16,10.63%
8490,-158.651,-34.022,-48.728,-54.96,No,Mint,Adequate,['Otherworldly Skittering'],3.1421,3.84,38.39%
8491,132.47,-25.968,22.761,52.519,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1389,3.63,24.08%
8492,-16.226,54.944,-64.929,-17.425,No,Apples,Adequate,['Eerie Silence'],3.158,4.6,42.99%
8493,9.292,-29.91,-44.031,70.551,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.17,4.28,15.43%
8494,38.688,47.505,28.329,-54.968,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Impossible Humming']",3.1461,3.54,7.72%
8495,-115.158,-24.076,-55.935,78.867,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1526,4.79,5.93%
8496,21.282,-47.848,-22.958,16.324,No,Mint,Adequate,['Unnatural Buzzing'],3.1457,3.89,60.52%
8497,51.174,-65.312,-33.481,68.426,No,Mint,Disharmonious,['Eerie Silence'],3.1283,4.41,48.80%
8498,172.176,30.639,50.796,-40.806,Somewhat,Mint,Adequate,['Eerie Silence'],3.1714,3.9,25.39%
8499,-156.893,58.093,-45.079,7.124,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.141,5.77,13.71%
8500,64.768,-19.139,-26.034,31.315,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1517,3.2,27.62%
8501,-144.619,-39.601,20.565,-46.715,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1403,3.14,5.92%
8502,-177.199,72.33,26.129,-52.626,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1499,4.22,14.41%
8503,-134.599,46.943,18.519,-24.847,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.13,5.33,7.85%
8504,-57.329,32.594,-8.558,10.596,Somewhat,Mint,Adequate,['Eerie Silence'],3.1547,3.99,32.13%
8505,-39.657,29.764,52.767,48.63,No,Burning,Adequate,['Unnatural Buzzing'],3.1292,2.76,34.02%
8506,-85.307,-25.678,-25.476,-42.371,No,Burning,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1179,5.22,2.55%
8507,-4.814,-48.923,-61.81,23.07,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1375,3.33,57.58%
8508,-127.147,70.3,53.093,55.19,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1352,1.03,27.76%
8509,46.493,-58.694,30.585,-39.694,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1264,3.43,34.47%
8510,-93.556,67.54,32.935,-35.701,No,Apples,Adequate,['Eerie Silence'],3.148,5.39,23.89%
8511,-120.478,40.17,62.956,-26.37,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1351,1.77,21.11%
8512,-63.833,-30.865,47.379,31.531,No,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1381,2.44,7.82%
8513,13.67,60.84,30.561,-43.123,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1386,4.58,21.06%
8514,-162.014,-12.751,-26.231,-10.395,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1676,3.65,11.12%
8515,78.36,58.981,-51.722,-26.484,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1775,0.7,29.05%
8516,161.952,57.867,-11.652,-32.483,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1185,3.56,12.76%
8517,-48.677,-21.563,-21.502,29.494,No,Apples,Adequate,['Unnatural Buzzing'],3.1355,4.37,18.63%
8518,-115.117,-63.179,-41.729,-54.344,Somewhat,Apples,Adequate,['Eerie Silence'],3.1755,1.25,36.22%
8519,-36.612,31.731,28.962,23.814,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1309,5.82,4.40%
8520,41.917,52.968,-47.048,20.463,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1271,4.13,45.09%
8521,-145.703,14.595,-25.896,24.061,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1296,3.65,13.83%
8522,-96.48,-23.728,21.559,14.271,No,Mint,Adequate,['Unnatural Buzzing'],3.1418,4.81,20.97%
8523,-86.27,-67.535,35.422,25.249,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1424,0.91,24.94%
8524,0.211,39.302,-45.795,54.673,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1742,3.47,28.01%
8525,157.884,-13.445,37.48,12.322,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.124,4.69,10.21%
8526,21.196,-31.654,-39.497,-15.026,Somewhat,Mint,Adequate,['Eerie Silence'],3.1697,4.73,24.04%
8527,-88.571,-15.189,-17.662,49.154,Somewhat,Mint,Adequate,['Eerie Silence'],3.1187,2.58,27.17%
8528,170.777,60.387,35.476,-25.769,Somewhat,Mint,Adequate,['Eerie Silence'],3.1178,4.96,24.72%
8529,-135.628,-27.543,24.099,-24.123,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1498,2.41,29.19%
8530,104.334,25.269,-16.87,39.833,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1417,3.97,26.01%
8531,-117.938,-57.074,-37.034,69.366,Somewhat,Mint,Exceptional,['Eerie Silence'],3.1197,5.44,17.44%
8532,-102.737,-38.951,26.806,51.597,No,Mint,Adequate,['Eerie Silence'],3.1424,1.91,80.41%
8533,21.273,-37.571,-62.443,13.899,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1223,3.84,34.81%
8534,-126.652,22.482,-44.717,-36.092,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1639,2.88,24.11%
8535,-154.961,-25.922,-48.641,-43.033,Somewhat,Apples,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1217,4.71,2.21%
8536,-55.604,61.109,35.401,-12.526,Somewhat,Mint,Adequate,['Eerie Silence'],3.1594,3.48,54.96%
8537,-37.413,43.354,-31.102,-5.675,EXTREMELY,Mint,Adequate,['Unnatural Buzzing'],3.1365,2.37,58.08%
8538,-136.967,19.391,-16.359,65.099,No,Mint,Adequate,['Eerie Silence'],3.1528,2.35,50.38%
8539,-39.292,15.568,46.268,22.666,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1045,3.53,11.16%
8540,-172.902,39.596,-28.564,44.547,Somewhat,Burning,Adequate,['Eerie Silence'],3.1691,5.54,18.91%
8541,103.568,-63.427,47.695,44.733,No,Burning,Disharmonious,['Otherworldly Skittering'],3.1073,5.86,9.86%
8542,109.638,32.097,-52.017,-32.447,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1629,2.28,30.98%
8543,-37.692,66.851,-13.84,-31.884,Somewhat,Mint,Adequate,['Unearthly Squelching'],3.1171,5.19,11.22%
8544,-11.219,-60.063,-48.794,-13.88,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.148,5.52,17.93%
8545,-167.26,4.387,-34.6,-77.037,Somewhat,Nothing In Particular,Disharmonious,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1465,4.27,4.68%
8546,33.792,-12.618,-42.701,-31.517,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1435,5.09,22.25%
8547,103.273,43.865,-33.231,56.537,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1218,4.62,24.83%
8548,-15.406,32.12,-9.237,-56.919,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1022,2.02,17.42%
8549,124.332,-30.868,11.357,64.697,No,Apples,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1429,2.25,20.22%
8550,-54.298,38.027,41.795,53.868,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1485,0.99,49.57%
8551,-106.02,-17.951,14.785,44.858,No,Mint,Adequate,['Unnatural Buzzing'],3.1388,1.89,35.66%
8552,128.138,28.849,7.222,26.925,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1491,3.7,1.74%
8553,114.933,-56.36,24.785,30.744,No,Apples,Adequate,['Impossible Humming'],3.1702,3.87,11.06%
8554,-42.508,61.852,-55.51,-44.918,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1559,4.38,17.71%
8555,57.665,57.63,32.463,-32.709,Somewhat,Nothing In Particular,Adequate,['Unearthly Squelching'],3.15,1.22,22.02%
8556,-27.945,19.94,41.632,-41.721,No,Mint,Adequate,['Unearthly Squelching'],3.1193,2.59,20.59%
8557,95.757,-28.194,64.316,-33.683,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1281,5.61,5.93%
8558,176.811,25.941,-65.687,19.163,Somewhat,Burning,Adequate,['Eerie Silence'],3.1456,4.68,25.82%
8559,-177.397,-53.734,46.661,-51.508,Somewhat,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1513,4.41,18.60%
8560,-84.834,-36.548,32.416,-24.014,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1221,4.18,10.40%
8561,56.242,46.625,-14.482,-25.003,Somewhat,Copper,Disharmonious,['Otherworldly Skittering'],3.1645,5.45,19.02%
8562,-178.899,-43.618,-34.169,24.961,Somewhat,Apples,Disharmonious,['Unnatural Buzzing'],3.1034,4.04,12.64%
8563,-55.253,28.746,-23.122,-53.327,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1575,3.76,16.61%
8564,69.273,43.818,41.448,-63.033,No,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1392,3.43,31.21%
8565,138.259,64.184,-32.726,-15.253,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1538,3.69,41.17%
8566,-41.937,31.299,-40.56,30.269,No,Mint,Adequate,['Unnatural Buzzing'],3.1404,3.11,36.59%
8567,-70.753,-40.402,21.655,-39.59,No,Burning,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1431,5.69,11.45%
8568,66.516,37.165,-29.394,39.332,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1638,4.1,50.63%
8569,-96.372,-17.403,-20.98,58.771,No,Nothing In Particular,Adequate,['Impossible Humming'],3.1313,2.29,5.30%
8570,31.43,7.386,18.268,-16.342,Somewhat,Mint,Adequate,['Eerie Silence'],3.1041,3.12,25.00%
8571,-15.774,43.37,22.674,18.635,No,Mint,Adequate,['Otherworldly Skittering'],3.1361,5.46,30.05%
8572,-83.815,-43.148,-9.781,47.884,No,Mint,Adequate,['Unnatural Buzzing'],3.157,5.67,17.24%
8573,110.19,13.58,-70.046,-33.752,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1426,4.82,9.57%
8574,-134.444,30.013,-34.976,44.311,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.149,4.41,25.94%
8575,125.348,43.114,-45.861,-23.709,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1301,3.81,33.84%
8576,-106.241,38.238,56.279,36.013,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.142,5.42,4.88%
8577,-22.71,49.904,17.284,24.613,Somewhat,Mint,Adequate,['Eerie Silence'],3.1199,4.89,28.79%
8578,-99.399,-60.416,-37.654,-40.338,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.175,3.69,22.04%
8579,-45.071,14.375,43.633,51.986,No,Burning,Disharmonious,['Eerie Silence'],3.1532,5.84,10.43%
8580,70.119,-57.501,-35.874,17.308,Somewhat,Burning,Disharmonious,['Unnatural Buzzing'],3.1271,4.86,22.88%
8581,170.136,-27.639,-52.772,61.634,Somewhat,Mint,Adequate,['Eerie Silence'],3.1194,3.76,24.21%
8582,166.961,18.272,-28.526,-21.333,Somewhat,Nothing In Particular,Exceptional,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1276,2.05,6.87%
8583,-13.94,16.757,36.423,-58.772,No,Copper,Adequate,['Eerie Silence'],3.1249,5.32,17.88%
8584,69.871,-61.917,-47.528,-8.5,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1316,4.22,36.02%
8585,-136.335,66.672,-41.756,47.82,Somewhat,Mint,Adequate,['Eerie Silence'],3.1202,3.61,38.09%
8586,51.728,-4.976,-52.509,-35.292,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1271,3.36,13.58%
8587,-35.803,-46.272,45.497,74.202,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1634,4.54,20.07%
8588,-106.075,-28.543,-52.293,11.02,Somewhat,Nothing In Particular,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1321,4.53,4.23%
8589,-9.945,-20.27,-12.852,27.623,No,Mint,Exceptional,['Otherworldly Skittering'],3.1197,4.97,23.46%
8590,-148.91,23.848,-16.034,-35.014,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1416,3.21,24.87%
8591,-17.049,31.039,-21.587,23.264,Somewhat,Apples,Adequate,['Eerie Silence'],3.1137,2.09,22.21%
8592,-50.68,-30.957,-55.676,60.808,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1419,3.81,24.36%
8593,171.377,23.538,34.434,-53.529,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1722,5.77,4.88%
8594,-104.37,19.447,-70.373,38.853,Somewhat,Apples,Disharmonious,['Otherworldly Skittering'],3.1491,3.65,19.55%
8595,-177.609,52.239,-65.681,-31.596,Somewhat,Nothing In Particular,Adequate,['Otherworldly Skittering'],3.1594,4.97,16.39%
8596,-108.704,56.328,19.375,-31.073,Somewhat,Apples,Disharmonious,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1413,4.59,11.01%
8597,62.998,33.855,63.38,-57.641,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1336,3.51,13.24%
8598,4.003,18.555,37.06,-38.109,No,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1514,5.37,10.58%
8599,-25.442,-23.367,74.971,50.902,No,Mint,Disharmonious,['Eerie Silence'],3.1389,5.31,18.38%
8600,100.329,-23.867,-33.354,55.414,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1339,2.15,28.76%
8601,-122.712,33.279,49.66,37.216,Somewhat,Copper,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1353,1.98,11.30%
8602,-15.133,-21.77,-35.82,36.127,No,Mint,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1213,4.14,4.89%
8603,76.255,25.954,-70.198,-40.61,No,Mint,Disharmonious,['Otherworldly Skittering'],3.1114,3.9,26.08%
8604,-46.724,39.648,29.255,25.978,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1529,2.65,26.56%
8605,165.425,35.008,26.051,58.901,Somewhat,Mint,Adequate,['Eerie Silence'],3.1384,4.52,25.04%
8606,-41.955,32.092,42.23,67.167,Somewhat,Mint,Adequate,['Otherworldly Skittering'],3.1578,4.37,27.17%
8607,-107.16,-31.546,-65.184,34.741,No,Apples,Adequate,['Unnatural Buzzing'],3.1308,4.65,14.44%
8608,149.426,21.973,72.686,-39.425,No,Apples,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1453,4.1,5.20%
8609,35.585,-52.167,-10.468,-42.209,EXTREMELY,Apples,Disharmonious,['Eerie Silence'],3.116,3.24,37.06%
8610,-92.254,7.076,20.513,68.007,Somewhat,Mint,Exceptional,['Eerie Silence'],3.1382,3.87,30.06%
8611,-53.738,-17.279,57.738,-5.856,No,Mint,Adequate,['Otherworldly Skittering'],3.1573,3.75,40.53%
8612,-104.163,-45.762,-33.441,-25.192,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1467,5.97,4.96%
8613,90.776,35.817,36.367,-38.597,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.1207,4.54,17.69%
8614,76.681,-45.417,-33.099,-54.899,No,Nothing In Particular,Adequate,['Unearthly Squelching'],3.162,5.33,10.14%
8615,-175.609,-41.832,36.328,26.584,No,Apples,Disharmonious,['Impossible Humming'],3.1638,5.29,4.65%
8616,176.658,-24.591,-18.245,-30.623,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1422,4.69,16.73%
8617,-34.971,49.045,34.766,-15.176,No,Burning,Disharmonious,['Unnatural Buzzing'],3.1107,3.61,32.22%
8618,23.18,-14.154,-42.449,-5.864,Somewhat,Mint,Adequate,['Eerie Silence'],3.1426,1.35,47.52%
8619,99.867,-21.379,47.353,-19.352,No,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1124,2.34,8.62%
8620,-43.042,-38.242,45.726,38.552,No,Apples,Disharmonious,['Unnatural Buzzing'],3.1279,2.03,33.11%
8621,116.055,-15.128,-24.635,51.926,No,Mint,Adequate,['Eerie Silence'],3.1606,5.44,20.91%
8622,-53.842,38.829,20.453,30.435,No,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1104,4.29,13.12%
8623,-24.131,-8.141,48.835,-53.817,No,Mint,Adequate,['Eerie Silence'],3.145,3.84,45.47%
8624,74.859,-25.388,60.009,-32.046,No,Mint,Adequate,['Unnatural Buzzing'],3.1351,3.85,33.07%
8625,31.955,49.229,34.832,-61.572,No,Nothing In Particular,Adequate,['Eerie Silence'],3.1529,4.31,38.50%
8626,108.175,-56.167,37.897,-31.297,Somewhat,Burning,Adequate,['Otherworldly Skittering'],3.1292,3.36,54.28%
8627,22.522,-55.147,9.144,-52.007,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing', 'Impossible Humming']",3.1631,3.29,5.39%
8628,-44.89,4.909,27.499,-34.254,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1572,1.62,29.47%
8629,135.861,36.597,25.087,46.87,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1694,2.4,49.47%
8630,96.802,23.631,37.703,84.119,No,Apples,Disharmonious,['Unearthly Squelching'],3.1678,4.9,9.06%
8631,-33.63,65.316,24.587,61.09,No,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1403,4.98,19.63%
8632,-13.534,-52.477,21.113,-32.054,Somewhat,Nothing In Particular,Adequate,['Eerie Silence'],3.1322,3.62,27.83%
8633,-121.005,-45.964,34.956,52.666,No,Apples,Adequate,['Otherworldly Skittering'],3.1394,2.38,52.62%
8634,1.754,30.854,24.153,43.577,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1482,4.52,25.53%
8635,-0.628,64.744,-28.302,13.013,No,Apples,Adequate,['Unnatural Buzzing'],3.1149,3.66,30.34%
8636,55.717,64.669,-34.009,23.701,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.1732,2.53,47.40%
8637,118.189,12.894,39.629,55.929,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1534,0.75,38.34%
8638,-56.853,-14.232,34.222,-47.933,Somewhat,Mint,Adequate,['Eerie Silence'],3.1362,4.65,23.28%
8639,157.528,38.088,-53.947,-32.456,No,Apples,Adequate,['Eerie Silence'],3.1473,3.88,52.96%
8640,-127.438,-48.801,5.82,55.566,Somewhat,Mint,Disharmonious,['Eerie Silence'],3.1607,4.34,33.47%
8641,-26.088,52.845,-4.712,61.321,No,Apples,Adequate,['Unnatural Buzzing'],3.1286,4.02,32.13%
8642,66.046,-43.615,-33.807,13.919,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1168,3.17,18.29%
8643,-10.998,53.191,-49.765,60.585,Somewhat,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1324,4.82,14.08%
8644,-128.689,15.485,-10.766,53.677,No,Mint,Adequate,['Unnatural Buzzing'],3.1497,4.34,27.29%
8645,44.349,-65.705,-36.235,-21.24,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1335,1.42,56.34%
8646,-46.138,36.977,47.597,8.996,No,Apples,Adequate,['Eerie Silence'],3.1192,1.68,47.23%
8647,152.289,-17.813,-11.417,18.617,No,Burning,Adequate,['Eerie Silence'],3.1192,5.6,13.09%
8648,-118.819,30.951,45.333,38.948,Somewhat,Mint,Disharmonious,"['Unearthly Squelching', 'Impossible Humming']",3.1153,0.88,2.55%
8649,-96.736,-42.118,-55.098,4.152,No,Nothing In Particular,Adequate,['Unnatural Buzzing'],3.1338,4.97,15.05%
8650,-24.437,24.252,58.661,50.087,Somewhat,Apples,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.147,2.48,7.03%
8651,-169.168,-21.246,-16.415,70.676,Somewhat,Apples,Adequate,['Otherworldly Skittering'],3.1385,4.42,17.45%
8652,30.811,26.057,35.862,-76.914,EXTREMELY,Nothing In Particular,Adequate,['Eerie Silence'],3.1534,4.47,21.24%
8653,-171.63,-32.164,-71.355,62.354,Somewhat,Apples,Adequate,['Impossible Humming'],3.1242,2.42,5.14%
8654,157.344,-34.858,-27.473,-70.932,Somewhat,Mint,Adequate,['Unearthly Squelching'],3.1536,4.18,15.57%
8655,24.576,-22.531,5.879,-15.769,No,Mint,Adequate,['Eerie Silence'],3.1334,4.23,39.97%
8656,119.854,-15.407,46.942,51.919,No,Mint,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering']",3.1636,5.29,10.65%
8657,121.381,-42.433,-26.802,-57.309,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.125,2.57,43.16%
8658,-19.244,-30.681,-19.337,-46.952,No,Mint,Adequate,['Otherworldly Skittering'],3.1198,3.66,34.69%
8659,-55.776,45.57,32.023,23.054,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1546,1.98,50.38%
8660,-169.108,-46.311,51.066,-5.637,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1309,5.37,15.22%
8661,129.836,52.289,44.435,47.841,No,Nothing In Particular,Adequate,['Unearthly Squelching'],3.1404,4.71,14.27%
8662,-139.249,17.898,-30.007,8.641,Somewhat,Apples,Adequate,['Impossible Humming'],3.1291,5.31,2.23%
8663,102.038,23.391,-36.075,56.264,No,Mint,Adequate,['Unearthly Squelching'],3.1259,2.35,24.09%
8664,-12.281,38.905,-73.487,60.356,No,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1482,4.54,21.23%
8665,66.274,-28.257,48.256,34.244,Somewhat,Copper,Adequate,['Eerie Silence'],3.1513,5.09,21.88%
8666,-151.69,-54.491,-13.638,7.764,Somewhat,Burning,Adequate,['Otherworldly Skittering'],3.1397,4.94,31.56%
8667,-153.434,34.712,17.616,6.432,Somewhat,Mint,Adequate,['Eerie Silence'],3.1451,3.7,31.87%
8668,137.029,28.806,-41.936,28.34,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1184,3.77,16.03%
8669,168.12,52.585,35.364,-42.586,No,Mint,Disharmonious,['Otherworldly Skittering'],3.1636,5.68,17.69%
8670,95.99,49.862,-54.03,23.461,No,Mint,Adequate,['Otherworldly Skittering'],3.1427,5.38,36.53%
8671,-107.164,83.369,-25.45,-23.704,EXTREMELY,Mint,Adequate,['Otherworldly Skittering'],3.1178,5.6,16.11%
8672,-61.978,-54.769,-66.21,-23.247,Somewhat,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1477,5.39,8.63%
8673,164.774,76.382,-40.164,53.692,Somewhat,Apples,Adequate,['Unnatural Buzzing'],3.1419,3.16,31.95%
8674,-27.707,-46.119,66.3,58.99,No,Nothing In Particular,Disharmonious,"['Unnatural Buzzing', 'Impossible Humming']",3.1352,3.16,5.63%
8675,97.976,-39.472,17.11,64.025,Somewhat,Apples,Disharmonious,['Eerie Silence'],3.1432,4.79,26.21%
8676,-151.16,49.849,-60.642,-64.483,Somewhat,Nothing In Particular,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1368,2.56,4.94%
8677,126.131,28.302,58.637,-48.558,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.1487,5.38,13.00%
8678,29.894,27.394,-22.434,-16.227,No,Mint,Adequate,['Unnatural Buzzing'],3.1557,5.94,7.89%
8679,84.826,58.12,44.122,38.267,No,Nothing In Particular,Disharmonious,['Eerie Silence'],3.1629,5.54,13.59%
8680,-144.592,-38.079,65.489,34.241,Somewhat,Mint,Adequate,"['Otherworldly Skittering', 'Impossible Humming']",3.1165,3.88,7.39%
8681,167.704,25.147,-34.512,-74.818,No,Nothing In Particular,Disharmonious,['Unnatural Buzzing'],3.1414,3.66,14.39%
8682,-72.746,-34.915,38.552,-54.527,Somewhat,Burning,Adequate,"['Unearthly Squelching', 'Otherworldly Skittering', 'Impossible Humming']",3.1345,5.98,0.63%
8683,157.456,-33.911,51.308,-22.572,Somewhat,Mint,Disharmonious,['Unnatural Buzzing'],3.1649,2.82,21.43%
8684,93.693,8.717,76.065,68.771,Somewhat,Mint,Disharmonious,['Otherworldly Skittering'],3.1136,4.45,16.64%
8685,-42.197,22.127,41.299,48.159,Somewhat,Mint,Adequate,['Unnatural Buzzing'],3.155,4.99,16.63%
8686,148.53,66.518,-37.803,-36.812,Somewhat,Apples,Adequate,"['Unearthly Squelching', 'Impossible Humming']",3.1505,4.79,3.54%
8687,-176.855,-27.348,-80.582,22.665,No,Mint,Adequate,['Eerie Silence'],3.1579,3.16,46.35%
8688,130.203,-23.038,-21.633,-40.338,No,Mint,Disharmonious,['Eerie Silence'],3.1217,3.74,30.13%
8689,60.069,-49.653,-68.562,62.535,No,Mint,Adequate,"['Unnatural Buzzing', 'Impossible Humming']",3.1534,4.15,13.53%
8690,-47.824,-24.27,-26.419,68.317,Somewhat,Burning,Adequate,['Unnatural Buzzing'],3.1523,5.98,5.06%
8691,73.24,33.507,-57.105,23.117,Somewhat,Mint,Adequate,"['Unearthly Squelching', 'Unnatural Buzzing']",3.1207,3.93,10.45%
8692,-106.81,40.52,28.926,-29.626,Somewhat,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1597,3.26,22.16%
8693,133.539,-22.747,51.615,61.115,Somewhat,Nothing In Particular,Disharmonious,['Otherworldly Skittering'],3.1212,5.5,4.72%
8694,-146.492,-57.249,-35.54,39.78,No,Mint,Adequate,['Eerie Silence'],3.1354,4.12,54.33%
8695,149.879,-32.145,12.789,40.098,No,Mint,Exceptional,['Eerie Silence'],3.1507,2.77,58.65%
